race_date,race_place,race_id_of_day,race_id_of_season,horse_class,race_distance,race_name,race_price,going,course,horse_1_place,horse_1_name,horse_1_id,horse_1_jockey,horse_1_trainer,horse_1_act_wt,horse_1_dec_wt,horse_1_dr,horse_1_lbw,horse_1_pos,horse_1_time,horse_1_odds,horse_2_place,horse_2_name,horse_2_id,horse_2_jockey,horse_2_trainer,horse_2_act_wt,horse_2_dec_wt,horse_2_dr,horse_2_lbw,horse_2_pos,horse_2_time,horse_2_odds,horse_3_place,horse_3_name,horse_3_id,horse_3_jockey,horse_3_trainer,horse_3_act_wt,horse_3_dec_wt,horse_3_dr,horse_3_lbw,horse_3_pos,horse_3_time,horse_3_odds,horse_4_place,horse_4_name,horse_4_id,horse_4_jockey,horse_4_trainer,horse_4_act_wt,horse_4_dec_wt,horse_4_dr,horse_4_lbw,horse_4_pos,horse_4_time,horse_4_odds,horse_5_place,horse_5_name,horse_5_id,horse_5_jockey,horse_5_trainer,horse_5_act_wt,horse_5_dec_wt,horse_5_dr,horse_5_lbw,horse_5_pos,horse_5_time,horse_5_odds,horse_6_place,horse_6_name,horse_6_id,horse_6_jockey,horse_6_trainer,horse_6_act_wt,horse_6_dec_wt,horse_6_dr,horse_6_lbw,horse_6_pos,horse_6_time,horse_6_odds,horse_7_place,horse_7_name,horse_7_id,horse_7_jockey,horse_7_trainer,horse_7_act_wt,horse_7_dec_wt,horse_7_dr,horse_7_lbw,horse_7_pos,horse_7_time,horse_7_odds,horse_8_place,horse_8_name,horse_8_id,horse_8_jockey,horse_8_trainer,horse_8_act_wt,horse_8_dec_wt,horse_8_dr,horse_8_lbw,horse_8_pos,horse_8_time,horse_8_odds,horse_9_place,horse_9_name,horse_9_id,horse_9_jockey,horse_9_trainer,horse_9_act_wt,horse_9_dec_wt,horse_9_dr,horse_9_lbw,horse_9_pos,horse_9_time,horse_9_odds,horse_10_place,horse_10_name,horse_10_id,horse_10_jockey,horse_10_trainer,horse_10_act_wt,horse_10_dec_wt,horse_10_dr,horse_10_lbw,horse_10_pos,horse_10_time,horse_10_odds,horse_11_place,horse_11_name,horse_11_id,horse_11_jockey,horse_11_trainer,horse_11_act_wt,horse_11_dec_wt,horse_11_dr,horse_11_lbw,horse_11_pos,horse_11_time,horse_11_odds,horse_12_place,horse_12_name,horse_12_id,horse_12_jockey,horse_12_trainer,horse_12_act_wt,horse_12_dec_wt,horse_12_dr,horse_12_lbw,horse_12_pos,horse_12_time,horse_12_odds,horse_13_place,horse_13_name,horse_13_id,horse_13_jockey,horse_13_trainer,horse_13_act_wt,horse_13_dec_wt,horse_13_dr,horse_13_lbw,horse_13_pos,horse_13_time,horse_13_odds,horse_14_place,horse_14_name,horse_14_id,horse_14_jockey,horse_14_trainer,horse_14_act_wt,horse_14_dec_wt,horse_14_dr,horse_14_lbw,horse_14_pos,horse_14_time,horse_14_odds,horse_15_place,horse_15_name,horse_15_id,horse_15_jockey,horse_15_trainer,horse_15_act_wt,horse_15_dec_wt,horse_15_dr,horse_15_lbw,horse_15_pos,horse_15_time,horse_15_odds,horse_16_place,horse_16_name,horse_16_id,horse_16_jockey,horse_16_trainer,horse_16_act_wt,horse_16_dec_wt,horse_16_dr,horse_16_lbw,horse_16_pos,horse_16_time,horse_16_odds,horse_17_place,horse_17_name,horse_17_id,horse_17_jockey,horse_17_trainer,horse_17_act_wt,horse_17_dec_wt,horse_17_dr,horse_17_lbw,horse_17_pos,horse_17_time,horse_17_odds,horse_18_place,horse_18_name,horse_18_id,horse_18_jockey,horse_18_trainer,horse_18_act_wt,horse_18_dec_wt,horse_18_dr,horse_18_lbw,horse_18_pos,horse_18_time,horse_18_odds,horse_19_place,horse_19_name,horse_19_id,horse_19_jockey,horse_19_trainer,horse_19_act_wt,horse_19_dec_wt,horse_19_dr,horse_19_lbw,horse_19_pos,horse_19_time,horse_19_odds,horse_20_place,horse_20_name,horse_20_id,horse_20_jockey,horse_20_trainer,horse_20_act_wt,horse_20_dec_wt,horse_20_dr,horse_20_lbw,horse_20_pos,horse_20_time,horse_20_odds
19790929,HV,2,11,Class 4,1235,REPULSE BAY HANDICAP (SECTION 2),"HK$ 64,000",YIELDING,GRASS,4,GULF SHEIK,AM211,W Hartack,B Hutchison,135,---,8,10,,1:19.00,26,1,WIGGLE,AM002,J Roe,F Carr,135,---,2,0,,1:17.30,32,,NEW JELIK,AM113,---,G Moore,---,---,---,---,,---,---,2,TREASURE BOX,AM201,R Setches,C Robertson,134,---,1,NK,,1:17.40,1.4,3,CAN'T SAY NO,AK075,P Leyshan,G Smyth,133,---,10,N/3,,1:17.90,38,,GAUDEAMUS,AL018,---,G Sofronoff,---,---,---,---,,---,---,,LE CHEVAL,AM018,---,M K Tam,---,---,---,---,,---,---,,GOOD RETURN,AK118,---,T C Cheng,---,---,---,---,,---,---,6,MINI COMPUTER,AL055,T O Lau,A Chan,124,---,3,14 3/4,,1:19.70,3.4,5,DIM SUM,AM147,S Morris,E Collingwood,118,---,6,13,,1:19.50,7.6,,CANDID PARTNER,Z087,---,H M Cheung,---,---,---,---,,---,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19790929,HV,3,12,Class 5,1650,CLEAR WATER BAY HANDICAP,"HK$ 59,000",YIELDING,GRASS,1,GOLD STAR,AL086,G Hall,P C Kan,135,---,6,0,,1:45.50,4.2,4,WELL & TRULY,AM094,S Morris,J H Brown,130,---,12,N/4 3/4,,1:46.30,9.2,3,LUCKSHARED,Z111,P Leyshan,P M Chu,132,---,10,N/3/4,,1:45.70,6.1,12,L'ENJOLEUR,Z066,H M Lee,M K Tam,131,---,4,18 3/4,,1:48.80,38,10,REINA DEL MAR,Z052,K L Man,G Moore,124,---,3,12 1/4,,1:47.70,18,11,TRIPLE ONE,AL024,W T Hung,F Carr,120,---,8,13 1/2,,1:47.90,99,8,WONDERFUL STEED,Z018,W T Leung,H M Cheung,127,---,2,11,,1:47.50,26,6,CHEERFUL,AL125,A K Cheam,C L Ng,126,---,7,7 1/2,,1:46.90,6.2,7,INVINCIBLE,AL123,K W Lui,G Sofronoff,123,---,11,8 1/2,,1:47.10,14,5,DRAGON HORSE,Z031,T O Lau,A Chan,122,---,9,6 3/4,,1:46.70,29,2,I WIN,AK081,M C Tam,K H Au,116,---,1,NK,,1:45.60,3.5,9,FAIR EARNING,AL028,W Hood,E Collingwood,120,---,5,11 3/4,,1:47.60,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19790929,HV,4,13,Class 2,975,JUNK BAY HANDICAP (SECTION 3),"HK$ 70,000",YIELDING,GRASS,5,GREAT WONDER,AM188,P Leyshan,J H Brown,136,---,2,1,,0:59.60,7.7,8,JUST GREAT,AM212,K C Lo,T C Cheng,133,---,7,2 3/4,,1:00.00,27,11,MANNIX,AK028,T O Lau,P C Kan,131,---,6,9 1/2,,1:01.10,34,1,CHARLIE'S ANGEL,AL129,W Burnett,P Supple,130,---,1,0,,0:59.40,4.6,6,MOUNT OPENING,AL161,W Hood,E Collingwood,128,---,3,2 1/4,,0:59.80,3.7,3,VALLEY FAME,AM189,K W Lui,G Sofronoff,123,---,11,1,,0:59.60,13,2,VERSATILITY,AL126,G W Moore,G Moore,126,---,5,1/2,,0:59.50,5,4,EXCELLENT STRIKE,AM213,J Tandari,A Chan,125,---,8,1,,0:59.60,7.1,10,JUMBO JET,AM191,T M Cheung,S T Wong,116,---,10,7 1/2,,1:00.80,13,7,MOUNT GO-GO,AK019,J Roe,P C Kan,120,---,4,2 1/4,,0:59.90,55,9,PETER TWANG,AM218,P Miers,H M Cheung,120,---,9,4 1/2,,1:00.30,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19790929,HV,5,14,Class 2,1650,DEEP WATER BAY HANDICAP (SECTION 1),"HK$ 70,000",YIELDING,GRASS,1,SWANEE RIVER,AL009,F S Cheung,G Sofronoff,129,---,1,0,,1:43.50,10,3,TAKE ALL,AM154,D Brosnan,T L Lee,132,---,6,N/6,,1:44.50,4.1,2,GALLOWAY KNIGHT,AL124,G W Moore,G Moore,130,---,2,NK,,1:43.60,3.4,4,EKELS PRIDE,AM208,J Tandari,A Chan,129,---,7,9 1/2,,1:45.00,6.6,12,CANDY MAN,AM227,P Leyshan,P C Kan,127,---,10,22 3/4,,1:47.20,9.6,11,HOPE WIN,AM205,L Fox,R Burns,124,---,9,17 1/4,,1:46.30,13,6,GOLD LION,AK127,M C Tam,M K Tam,118,---,8,11 1/2,,1:45.30,28,5,NAUGHTY NAUGHTY,AK116,W Hood,E Collingwood,121,---,4,10 3/4,,1:45.20,72,7,SPECULATOR,AM181,R Wernham,G Smyth,121,---,5,11 1/2,,1:45.30,11,10,CROWN JUBILEE,AL171,Y P Chan,T C Cheng,115,---,12,16 1/2,,1:46.10,36,9,EPPING FOREST,Z115,K C Lo,N Metervelli,120,---,11,14 1/4,,1:45.80,15,8,GWYNT,AL168,J Roe,F Carr,120,---,3,13 3/4,,1:45.70,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19790929,HV,6,15,Class 5,1650,THE FLYAWAY CUP,"HK$ 59,000",YIELDING,GRASS,6,SUPER FLIGHT,AK132,W T Leung,T C Cheng,135,---,8,9,,1:46.60,66,3 DH,BULL MARKET,AK040,T O Lau,A Chan,132,---,2,3 3/4,,1:45.70,3,11,SHALIMAR,AL100,R Setches,C Robertson,130,---,9,31,,1:50.80,15,7,LITTLE CORPORAL,Z109,K W Lui,G Sofronoff,126,---,4,12 1/2,,1:47.20,9.5,2,SILVER SEASON,AL063,S Morris,J H Brown,124,---,7,3/4,,1:45.20,3.4,10,TREMENDOUS FUN,Z106,R Staples,H M Cheung,129,---,12,15,,1:47.70,25,8,SMALL PARCELS,AK145,T P Yung,M K Tam,120,---,5,12 1/2,,1:47.30,36,3 DH,TEA FOR TWO,Z096,C K Chow,C L Ng,122,---,6,3 3/4,,1:45.70,17,,YOUNG CONQUEROR,Z060,M C Tam,H M Cheung,122,---,10,---,,---,93,5,MARS STONE,AK113,L Fox,R Burns,126,---,1,7 1/2,,1:46.40,10,1,LUCKY PIERRE,Z033,G W Moore,G Moore,123,---,3,0,,1:45.10,5.9,9,VIVA,Z097,G Hall,P C Kan,122,---,11,13 3/4,,1:47.50,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19790929,HV,7,16,Class 4,1235,REPULSE BAY HANDICAP (SECTION 3),"HK$ 64,000",YIELDING,GRASS,2,POPEYE,AK027,G Hall,G Moore,134,---,10,1,,1:17.10,20,7,OASIS,AL157,J Roe,C L Ng,133,---,2,9,,1:18.40,31,4,WIN FIRST,Z108,T O Lau,T C Cheng,132,---,3,3,,1:17.40,3.9,8,THE JOKER,AM146,K C Lo,N Metervelli,127,---,1,9 1/4,,1:18.40,28,5,LIONEL,Z102,R Setches,T L Lee,126,---,6,3,,1:17.40,6.2,1,CROWN KING,AM006,G W Moore,A Ward,125,---,7,0,,1:16.90,2.5,6,CARRINGTON,Z074,J Tandari,A Chan,124,---,9,6 1/2,,1:18.00,12,9,WILFUL BRAVE,AM041,L Fox,P C Kan,124,---,4,9 3/4,,1:18.50,18,3,GOLDEN SYCEE,Z026,P Leyshan,P M Chu,122,---,8,2 1/2,,1:17.30,8.1,10,RHINE RIVER,AL022,T P Yung,M K Tam,113,---,5,12 3/4,,1:18.90,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19790929,HV,8,17,Class 2,975,JUNK BAY HANDICAP (SECTION 1),"HK$ 70,000",YIELDING,GRASS,1,TORONTO,AL169,W Hartack,P C Kan,137,---,2,0,,0:58.70,10,12,BIONIC GIRL,AM176,C C Chan,P M Chu,135,---,10,18 1/2,,1:01.70,99,8,FAIR STRANGER,AL119,P F Yiu,A Chan,134,---,12,5,,0:59.50,19,2,GRASS HOPPER GREEN,Z053,C H Cheong,G Moore,126,---,1,2,,0:59.00,32,10,FAFA,AL045,Y P Chan,T C Cheng,124,---,9,6 1/2,,0:59.80,37,5,PLENTIFUL,AL137,H M Lee,C L Ng,129,---,4,3,,0:00.00,5.9,6,MERGER,AL135,S Morris,F Carr,123,---,3,3 1/2,,0:59.30,29,3,SALAPKO,AN114,L Fox,B Hutchison,128,---,8,2/SH,,0:59.00,54,11,SUPER LUCK,AM102,W Hood,E Collingwood,128,---,6,10,,1:00.30,2.8,7,AMETHYST,AM159,K L Tsui,N Metervelli,117,---,5,3 1/2,,0:59.30,7.2,4,SOUND BRASS,AM223,K W Lui,G Sofronoff,119,---,11,2 3/4 /SH,,0:59.20,4.4,9,PERSIAN BOY,AL152,G W Moore,G Moore,120,---,7,6 1/2,,0:59.80,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19790929,HV,9,18,Class 2,1650,DEEP WATER BAY HANDICAP (SECTION 2),"HK$ 70,000",YIELDING,GRASS,3,AMERICAN EAGLE,AK022,S Morris,F Carr,132,---,5,4 1/2,,1:45.30,4.5,6,HIGH SPEED,AL087,R Staples,H M Cheung,134,---,3,8 3/4,,1:46.10,31,2,TUDOR TENOR,AM225,D Brosnan,T L Lee,133,---,11,1 1/2,,1:44.80,4.7,1,PHYLLIS,AM152,A K Cheam,C L Ng,127,---,4,0,,1:44.50,4.4,12,ROYAL KING,AM221,Y P Chan,T C Cheng,122,---,10,19 1/4,,1:48.00,27,5,LUCKY FELLOW,AM233,T O Lau,A Chan,126,---,1,7 3/4,,1:45.90,4.3,4,LUCKY MONEY,AK140,W T Hung,F Carr,119,---,7,4 1/2,,1:45.40,10,9,ELECTRONIC WORLD,AL180,R Wernham,G Smyth,125,---,12,12 3/4,,1:46.90,33,8,CERTAIN PRINCE,AK031,G W Moore,G Moore,122,---,2,10 1/2,,1:46.40,18,11,MANX ROCKET,AL179,H M Lee,M K Tam,122,---,6,17 1/4,,1:47.70,33,10,REGAL WAY,AL151,F S Cheung,G Sofronoff,114,---,8,14 3/4,,1:47.20,28,7,MARKSMAN,AL114,W Hood,E Collingwood,120,---,9,9,,1:46.20,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19791003,HV,1,19,Race Class 6,1030,TZE WAN SHAN HANDICAP (SECTION 1),"HK$ 59,000",NORMAL WATERING,SAND,3,MARINE TREASURE,AL037,T O Lau,A Chan,135,---,7,8,,1:08.50,5.4,7,PERCHANCE,AL030,R Wernham,G Smyth,134,---,1,20 3/4,,1:10.50,15,5,UNCLE,F057,P Leyshan,P M Chu,133,---,6,18,,1:10.00,38,6,FINEST HOUR,AL053,C C Nam,C L Ng,124,---,2,19 1/4,,1:10.30,4.8,4,AETHE,Z091,W T Hung,J H Brown,123,---,5,9 3/4,,1:08.70,7.5,2,BEL ET BON,AL007,D Brosnan,G Sofronoff,127,---,4,4,,1:07.70,3.8,8,SONGSON,Z057,R Setches,C Robertson,127,---,3,24,,1:11.10,5.6,1,RACING DEMON,AL079,C S Shum,P C Kan,118,---,8,0,,1:06.90,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19791003,HV,2,20,Class 3,1575,LYNX HILL HANDICAP,"HK$ 67,000",NORMAL WATERING,SAND,9,GOLDEN RULE,AN093,A K Cheam,C L Ng,135,---,4,15 1/2,,1:48.40,22,1,RUSTIC RIVER,Z124,C C Chan,P M Chu,133,---,5,0,,1:45.70,8.2,2,TITUS,AL156,R Setches,C Robertson,133,---,3,1 1/2,,1:46.00,3.9,7,MARTINI,AL091,J Roe,F Carr,132,---,9,12,,1:47.70,3.4,4,WORLD WOOD,AM184,D Brosnan,G Sofronoff,132,---,1,4,,1:46.30,6.2,6,HOP YICK,AK102,P Leyshan,J H Brown,131,---,8,11 1/2,,1:47.60,13,3,MARK IT UP,AK069,J Tandari,A Chan,130,---,2,3 1/2,,1:46.20,10,5,TOUCH OF LUCK,AM067,K L Man,K H Au,122,---,7,9,,1:47.20,12,8,CRISTAL BLEU,AM155,G W Moore,G Moore,122,---,6,14 3/4,,1:48.20,20,10,MAJESTIC,AK006,W Hood,E Collingwood,122,---,10,31 1/2,,1:51.60,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19791003,HV,3,21,Class 3,1030,MORRISON HILL HANDICAP (SECTION 2),"HK$ 67,000",NORMAL WATERING,SAND,3,WILDFIRE,Z070,W Hood,E Collingwood,139,---,3,7,,1:08.40,2.6,2,ROYAL AUTHORITY,AL141,G W Moore,G Moore,135,---,2,3,,1:07.60,3.8,4,BRIGADE SAM,AN094,D Brosnan,S T Wong,133,---,1,10,,1:08.90,16,5,NYON,AM054,A K Cheam,G Sofronoff,128,---,4,14,,1:09.50,2.7,1,AUSSIE RULES,AM125,P Miers,R Burns,123,---,5,0,,1:07.20,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19791003,HV,4,22,Race Class 6,1575,TAI WO PING HANDICAP (SECTION 1),"HK$ 59,000",NORMAL WATERING,SAND,6,TREASURE MILL,Z103,C C Chan,P M Chu,134,---,7,5 3/4,,1:49.40,6.5,7,LATONA,AG092,Y K Ip,T L Lee,129,---,6,11 1/4,,1:50.40,23,1,SUPERSELECT,Z084,T O Lau,A Chan,128,---,1,0,,1:48.40,7.5,3,CRACKERJACK,AL081,W Burnett,P Supple,127,---,5,2,,1:48.80,5.4,2,KING'S PARCHMENT I,AL026,K L Man,K H Au,122,---,3,1 1/2,,1:48.70,4.2,8,CAN FLY,Z017,G W Moore,J H Brown,126,---,4,13 3/4,,1:50.80,3.9,4,EL CID,AL065,W Hartack,B Hutchison,126,---,2,2 3/4,,1:48.90,6.6,5,HIGH CALIBRE,F010,R Staples,H M Cheung,126,---,8,5 1/4,,1:49.30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19791003,HV,5,23,Class 3,1030,MORRISON HILL HANDICAP (SECTION 1),"HK$ 67,000",NORMAL WATERING,SAND,5,NEW MOONSTAR,AK018,K W Lui,G Sofronoff,132,---,4,4 1/2,,1:08.70,3.3,1,ROCKAWAY,AM158,T O Lau,A Chan,132,---,5,0,,1:07.90,4.1,6,SWIFT EAGLE,AL035,R Wernham,G Smyth,132,---,2,6 1/4,,1:09.00,4.5,4,JACY KING,AM203,R Setches,C Robertson,130,---,1,2 1/4 /H,,1:08.30,6.5,2,GREAT SCOT,AK058,G W Moore,G Moore,127,---,7,1 1/2,,1:08.10,6.6,3,POT OF GOLD,AM237,H M Lee,M K Tam,127,---,6,2 1/4,,1:08.30,11,7,COME FIRST,AL098,K C Lo,T C Cheng,120,---,3,9,,1:09.50,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19791003,HV,6,24,Class 3,1400,BENNETT'S HILL HANDICAP (SECTION 1),"HK$ 67,000",NORMAL WATERING,SAND,5,AMBER STAR,AL071,D Brosnan,G Sofronoff,134,---,2,13 3/4,,1:35.50,6.5,4,WHITSUN,AL117,K C Lo,N Metervelli,133,---,1,9 3/4,,1:34.80,6.5,1,PLEASING,AM215,R Staples,H M Cheung,131,---,7,0,,1:33.20,6,10,IMPERIAL IMAGE,AM163,R Wernham,G Smyth,130,---,6,26 1/4,,1:37.90,33,3,KOO BOO,AM106,K W Lui,G Sofronoff,126,---,8,7 1/2,,1:34.40,7.7,9,FURY,AM142,S Morris,A Ward,123,---,5,26 1/4,,1:37.90,26,2,BERNCASTLER,AM234,P Miers,R Burns,126,---,5,6,,1:34.20,2.5,7,MAN OF HONOUR,AL162,G W Moore,G Moore,126,---,9,17 1/4,,1:36.30,30,8,GOLDEN TOUCH,AK036,P Leyshan,P M Chu,125,---,4,19 1/4,,1:36.60,90,6,CYPRESS POINT,AK032,W Burnett,P Supple,124,---,10,16 3/4,,1:36.10,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19791006,HV,1,25,MAIDEN,1235,WONGNEICHONG GAP HANDICAP (SECTION 2),"HK$ 40,000",FIRM,GRASS,8,LUCKY SEVEN,AM089,T O Lau,A Chan,135,---,8,25 3/4,,1:18.70,7.8,10,ABBA,AM043,K W Lui,G Sofronoff,125,---,7,32,,1:19.80,46,3,CRAIG'S TREASURE,AM076,C K Chow,C L Ng,123,---,6,10,,1:16.30,8.8,2,DOUBLE UP,AM020,W Burnett,P Supple,128,---,11,6,,1:15.70,3.7,,LUCKY FIRST,AM137,---,C L Ng,---,---,---,---,,---,---,1,DEERFIELD,AM140,D Brosnan,S T Wong,125,---,3,0,,1:14.80,3.1,6,POT RED,AM073,W T Leung,T L Lee,122,---,10,14,,1:16.90,8.4,7,ALL THE WAY,AM120,Y K Ip,T L Lee,118,---,9,19 3/4,,1:17.80,37,4,ORIENTAL ROCKET,AM081,G Hall,B Hutchison,118,---,4,12,,1:16.60,28,9,ACHILLES,AM143,R Setches,C Robertson,116,---,5,28,,1:19.10,29,5,ALL'S BEST,AM072,R Staples,H M Cheung,116,---,2,12,,1:16.60,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19791006,HV,2,26,MAIDEN,1650,VICTORIA GAP HANDICAP (SECTION 2),"HK$ 40,000",FIRM,GRASS,4,SPORTING CHANCE,AM103,K S Ho,A Chan,135,---,1,2 3/4,,1:43.50,2.5,1,CENTAUR,AM075,P Leyshan,J H Brown,129,---,9,0,,1:43.10,3.5,6,BLUE AND GOLD,AM114,D Brosnan,S T Wong,126,---,10,9 3/4,,1:44.60,9.9,9,LUCK SURE,AM029,S Morris,F Carr,121,---,7,19,,1:46.20,55,2,SHANHAIKWAN,AM101,K L Man,P C Kan,115,---,3,1 1/2,,1:43.30,8.9,10,MINI SUCCESS,AM042,K W Lui,G Sofronoff,115,---,2,23,,1:46.90,99,5,PLUS EIGHT,AM008,W Hood,E Collingwood,117,---,6,4 3/4,,1:43.80,75,7,AQUARIUS,AM046,P Miers,R Burns,117,---,4,12 1/4,,1:45.00,6.9,3,POMEGRANATE,AM134,W Burnett,P Supple,116,---,5,2,,1:43.40,9.4,8,SUPER KING,AM119,C C Nam,C L Ng,109,---,8,16 1/2,,1:45.80,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19791006,HV,3,27,Class 4,975,THE AMERICAN CLUB CHALLENGE CUP,"HK$ 64,000",FIRM,GRASS,2,POINT FORWARD,AK120,T O Lau,A Chan,133,---,8,H,,0:57.80,9.6,11,WINGSY,AM109,W Hartack,G Smyth,133,---,9,22,,1:01.60,5.3,10,CONTINGENT,Z122,H M Lee,M K Tam,132,---,11,17,,1:00.80,12,12,MIGHTY EMPEROR,AL010,G Hall,K H Au,129,---,6,24 1/4,,1:01.90,44,3,CHEERFUL WIN,AM186,A K Cheam,C L Ng,128,---,2,H/6,,0:58.90,34,5,MON CHATEAU,Z093,W Burnett,P Supple,128,---,4,12,,1:00.00,32,4,CHIVALRY,AK041,K W Lui,G Sofronoff,122,---,3,10,,0:59.60,34,1,SENSATION,AM033,G W Moore,G Moore,125,---,7,0,,0:57.80,1.9,7,CASTLEREAGH,AK093,C H Cheong,G Moore,117,---,1,12 1/2,,1:00.00,99,9,DIM SUM,AM147,C K Chow,E Collingwood,118,---,5,15 3/4,,1:00.60,65,6,STAR TROUPER,Z058,K C Lo,T C Cheng,122,---,10,12,,1:00.00,32,8,BANCO,AM198,S Morris,A Ward,115,---,12,13 1/4,,1:00.10,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19791006,HV,4,28,Class 4,1650,DES VOEUX HANDICAP (SECTION 1),"HK$ 64,000",FIRM,GRASS,1,DRAGON FERN,AL036,K L Man,P C Kan,130,---,4,0,,1:42.10,2.5,2,SILVER TOWN,Z077,W T Hung,F Carr,127,---,2,1/2,,0:00.00,8,8,LAGUARDIA,Z100,D Brosnan,G Sofronoff,130,---,10,20,,1:45.60,67,7,CLOUDY WAVE,AK038,P F Yiu,A Chan,127,---,8,15,,1:44.60,34,3,MASTER AUCHENDOLLY,AL008,W Hartack,N Metervelli,126,---,3,2 1/2,,1:42.60,26,5,PEGASUS II,AM132,M C Tam,M K Tam,120,---,1,6 3/4,,1:43.30,6.3,6,SO QUICK,AM116,W Burnett,P M Chu,125,---,9,12 1/4,,1:44.20,4.2,4,LUCKY FORTUNE,AL040,W T Leung,T C Cheng,124,---,7,5,,1:43.10,6.4,9,TIGI,AM013,G W Moore,G Moore,124,---,5,26,,1:46.40,21,10,LIONS SPIRIT,AM056,P Leyshan,G Moore,123,---,6,33,,1:47.70,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
